rowid,brainfield,ENSEMBL,SYMBOL,GENENAME,MAP,ENTREZID,BIOSOURCE_POSITION,GENETYPE,LOCUS,DESCRIPTION,SUMMARY,gene_family
5418,ENSG00000175899,ENSG00000175899,A2M,alpha-2-macroglobulin,12p13.31,2,12,protein-coding,A2M,alpha-2-macroglobulin,"The protein encoded by this gene is a protease inhibitor and cytokine transporter. It uses a bait-and-trap mechanism to inhibit a broad spectrum of proteases, including trypsin, thrombin and collagenase. It can also inhibit inflammatory cytokines, and it thus disrupts inflammatory cascades. Mutations in this gene are a cause of alpha-2-macroglobulin deficiency. This gene is implicated in Alzheimer's disease (AD) due to its ability to mediate the clearance and degradation of A-beta, the major component of beta-amyloid deposits. A related pseudogene, which is also located on the p arm of chromosome 12, has been identified. [provided by RefSeq, Nov 2016]",Extracellular Matrix
12863,ENSG00000171502,ENSG00000171502,COL24A1,collagen type XXIV alpha 1 chain,1p22.3,255631,1,protein-coding,COL24A1,collagen type XXIV alpha 1 chain,"This gene is a member of the collagen gene family and is thought to regulate type I collagen fibrillogenesis during fetal development. [provided by RefSeq, Mar 2017]",Extracellular Matrix
13321,ENSG00000173376,ENSG00000173376,NDNF,neuron derived neurotrophic factor,4q27,79625,4,protein-coding,NDNF,neuron derived neurotrophic factor,NA,Extracellular Matrix
4334,ENSG00000196358,ENSG00000196358,NTNG2,netrin G2,9q34.13,84628,9,protein-coding,NTNG2,netrin G2,NA,Extracellular Matrix
4564,ENSG00000122861,ENSG00000122861,PLAU,"plasminogen activator, urokinase",10q22.2,5328,10,protein-coding,PLAU,"plasminogen activator, urokinase","This gene encodes a secreted serine protease that converts plasminogen to plasmin. The encoded preproprotein is proteolytically processed to generate A and B polypeptide chains. These chains associate via a single disulfide bond to form the catalytically inactive high molecular weight urokinase-type plasminogen activator (HMW-uPA). HMW-uPA can be further processed into the catalytically active low molecular weight urokinase-type plasminogen activator (LMW-uPA). This low molecular weight form does not bind to the urokinase-type plasminogen activator receptor. Mutations in this gene may be associated with Quebec platelet disorder and late-onset Alzheimer's disease. Alternative splicing results in multiple transcript variants, at least one of which encodes an isoform that is proteolytically processed. [provided by RefSeq, Jan 2016]",Extracellular Matrix
12773,ENSG00000189056,ENSG00000189056,RELN,reelin,7q22.1,5649,7,protein-coding,RELN,reelin,"This gene encodes a large secreted extracellular matrix protein thought to control cell-cell interactions critical for cell positioning and neuronal migration during brain development. This protein may be involved in schizophrenia, autism, bipolar disorder, major depression and in migration defects associated with temporal lobe epilepsy. Mutations of this gene are associated with autosomal recessive lissencephaly with cerebellar hypoplasia. Two transcript variants encoding distinct isoforms have been identified for this gene. Other transcript variants have been described but their full length nature has not been determined. [provided by RefSeq, Jul 2008]",Extracellular Matrix
9895,ENSG00000173175,ENSG00000173175,ADCY5,adenylate cyclase 5,3q21.1,111,3,protein-coding,ADCY5,adenylate cyclase 5,"This gene encodes a member of the membrane-bound adenylyl cyclase enzymes. Adenylyl cyclases mediate G protein-coupled receptor signaling through the synthesis of the second messenger cAMP. Activity of the encoded protein is stimulated by the Gs alpha subunit of G protein-coupled receptors and is inhibited by protein kinase A, calcium and Gi alpha subunits. Single nucleotide polymorphisms in this gene may be associated with low birth weight and type 2 diabetes. Alternatively spliced transcript variants that encode different isoforms have been observed for this gene. [provided by RefSeq, Dec 2010]",GPCR
8927,ENSG00000128271,ENSG00000128271,ADORA2A,adenosine A2a receptor,22q11.23,135,22,protein-coding,ADORA2A,adenosine A2a receptor,"This gene encodes a member of the guanine nucleotide-binding protein (G protein)-coupled receptor (GPCR) superfamily, which is subdivided into classes and subtypes. The receptors are seven-pass transmembrane proteins that respond to extracellular cues and activate intracellular signal transduction pathways. This protein, an adenosine receptor of A2A subtype, uses adenosine as the preferred endogenous agonist and preferentially interacts with the G(s) and G(olf) family of G proteins to increase intracellular cAMP levels. It plays an important role in many biological functions, such as cardiac rhythm and circulation, cerebral and renal blood flow, immune function, pain regulation, and sleep. It has been implicated in pathophysiological conditions such as inflammatory diseases and neurodegenerative disorders. Alternative splicing results in multiple transcript variants. A read-through transcript composed of the upstream SPECC1L (sperm antigen with calponin homology and coiled-coil domains 1-like) and ADORA2A (adenosine A2a receptor) gene sequence has been identified, but it is thought to be non-coding. [provided by RefSeq, Jun 2013]",GPCR
17650,ENSG00000120907,ENSG00000120907,ADRA1A,adrenoceptor alpha 1A,8p21.2,148,8,protein-coding,ADRA1A,adrenoceptor alpha 1A,"Alpha-1-adrenergic receptors (alpha-1-ARs) are members of the G protein-coupled receptor superfamily. They activate mitogenic responses and regulate growth and proliferation of many cells. There are 3 alpha-1-AR subtypes: alpha-1A, -1B and -1D, all of which signal through the Gq/11 family of G-proteins and different subtypes show different patterns of activation. This gene encodes alpha-1A-adrenergic receptor. Alternative splicing of this gene generates four transcript variants, which encode four different isoforms with distinct C-termini but having similar ligand binding properties. [provided by RefSeq, Jul 2008]",GPCR
12520,ENSG00000170214,ENSG00000170214,ADRA1B,adrenoceptor alpha 1B,5q33.3,147,5,protein-coding,ADRA1B,adrenoceptor alpha 1B,"Alpha-1-adrenergic receptors (alpha-1-ARs) are members of the G protein-coupled receptor superfamily. They activate mitogenic responses and regulate growth and proliferation of many cells. There are 3 alpha-1-AR subtypes: alpha-1A, -1B and -1D, all of which signal through the Gq/11 family of G-proteins and different subtypes show different patterns of activation. This gene encodes alpha-1B-adrenergic receptor, which induces neoplastic transformation when transfected into NIH 3T3 fibroblasts and other cell lines. Thus, this normal cellular gene is identified as a protooncogene. This gene comprises 2 exons and a single large intron of at least 20 kb that interrupts the coding region. [provided by RefSeq, Jul 2008]",GPCR
12617,ENSG00000166148,ENSG00000166148,AVPR1A,arginine vasopressin receptor 1A,12q14.2,552,12,protein-coding,AVPR1A,arginine vasopressin receptor 1A,"The protein encoded by this gene acts as receptor for arginine vasopressin. This receptor belongs to the subfamily of G-protein coupled receptors which includes AVPR1B, V2R and OXT receptors. Its activity is mediated by G proteins which stimulate a phosphatidylinositol-calcium second messenger system. The receptor mediates cell contraction and proliferation, platelet aggregation, release of coagulation factor and glycogenolysis. [provided by RefSeq, Jul 2008]",GPCR
15905,ENSG00000163394,ENSG00000163394,CCKAR,cholecystokinin A receptor,4p15.2,886,4,protein-coding,CCKAR,cholecystokinin A receptor,"This gene encodes a G-protein coupled receptor that binds non-sulfated members of the cholecystokinin (CCK) family of peptide hormones. This receptor is a major physiologic mediator of pancreatic enzyme secretion and smooth muscle contraction of the gallbladder and stomach. In the central and peripheral nervous system this receptor regulates satiety and the release of beta-endorphin and dopamine. [provided by RefSeq, Jul 2008]",GPCR
10258,ENSG00000118432,ENSG00000118432,CNR1,cannabinoid receptor 1,6q15,1268,6,protein-coding,CNR1,cannabinoid receptor 1,"This gene encodes one of two cannabinoid receptors. The cannabinoids, principally delta-9-tetrahydrocannabinol and synthetic analogs, are psychoactive ingredients of marijuana. The cannabinoid receptors are members of the guanine-nucleotide-binding protein (G-protein) coupled receptor family, which inhibit adenylate cyclase activity in a dose-dependent, stereoselective and pertussis toxin-sensitive manner. The two receptors have been found to be involved in the cannabinoid-induced CNS effects (including alterations in mood and cognition) experienced by users of marijuana. Multiple transcript variants encoding two different protein isoforms have been described for this gene. [provided by RefSeq, May 2009]",GPCR
12466,ENSG00000144619,ENSG00000144619,CNTN4,contactin 4,3p26.3-p26.2,152330,3,protein-coding,CNTN4,contactin 4,"This gene encodes a member of the contactin family of immunoglobulins. Contactins are axon-associated cell adhesion molecules that function in neuronal network formation and plasticity. The encoded protein is a glycosylphosphatidylinositol-anchored neuronal membrane protein that may play a role in the formation of axon connections in the developing nervous system. Deletion or mutation of this gene may play a role in 3p deletion syndrome and autism spectrum disorders. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2011]",GPCR
15072,ENSG00000120088,ENSG00000120088,CRHR1,corticotropin releasing hormone receptor 1,17q21.31,1394,17,protein-coding,CRHR1,corticotropin releasing hormone receptor 1,"This gene encodes a G-protein coupled receptor that binds neuropeptides of the corticotropin releasing hormone family that are major regulators of the hypothalamic-pituitary-adrenal pathway. The encoded protein is essential for the activation of signal transduction pathways that regulate diverse physiological processes including stress, reproduction, immune response and obesity. Alternative splicing results in multiple transcript variants. Naturally-occurring readthrough transcription between this gene and upstream GeneID:147081 results in transcripts that encode isoforms that share similarity with the products of this gene. [provided by RefSeq, Aug 2016]",GPCR
